2.00000000E-01,0.00000000E+00,1.41279397E-01
2.00000000E-01,0.00000000E+00,0.00000000E+00
2.00000000E-01,0.00000000E+00,4.42010181E-02
2.00000000E-01,0.00000000E+00,3.51824550E-02
2.00000000E-01,0.00000000E+00,1.13752353E-01
2.00000000E-01,0.00000000E+00,0.00000000E+00
2.00000000E-01,0.00000000E+00,1.03528846E-01
2.00000000E-01,0.00000000E+00,0.00000000E+00
2.00000000E-01,0.00000000E+00,6.42999665E-03
2.00000000E-01,0.00000000E+00,9.16438954E-02
2.00000000E-01,0.00000000E+00,3.66916144E-02
4.00000000E-01,0.00000000E+00,1.18806291E-01
4.00000000E-01,2.79594056E-01,5.09491753E-03
4.00000000E-01,4.37905099E-01,2.25812660E-02
4.00000000E-01,1.49275468E-01,1.63880332E-02
4.00000000E-01,2.14524440E-01,1.84379363E-02
4.00000000E-01,4.68547831E-02,4.61954137E-03
4.00000000E-01,5.03967021E-01,6.66580032E-04
4.00000000E-01,4.78769661E-01,4.47667990E-03
4.00000000E-01,9.34463850E-02,0.00000000E+00
4.00000000E-01,2.99239923E-01,4.17818029E-02
4.00000000E-01,1.16514205E-01,2.12207679E-02
6.00000000E-01,1.17890410E-02,7.64575351E-02
6.00000000E-01,4.35033520E-01,1.77555188E-02
6.00000000E-01,5.14502961E-01,1.00088190E-02
6.00000000E-01,3.19795662E-01,3.91137946E-03
6.00000000E-01,3.14503038E-01,7.26861390E-03
6.00000000E-01,1.07732136E-01,6.51679254E-03
6.00000000E-01,8.43520820E-01,3.14679913E-04
6.00000000E-01,6.12962045E-01,1.18961972E-02
6.00000000E-01,2.32707840E-01,2.53073171E-03
6.00000000E-01,2.97369871E-01,1.73830973E-02
6.00000000E-01,1.82120564E-01,1.75290353E-02
8.00000000E-01,3.31036188E-02,5.42400604E-02
8.00000000E-01,5.17515597E-01,2.34339324E-02
8.00000000E-01,8.36899029E-01,3.59872702E-03
8.00000000E-01,6.10781079E-01,5.87944444E-03
8.00000000E-01,3.14503038E-01,7.79881150E-04
8.00000000E-01,1.81975008E-01,1.65605987E-02
8.00000000E-01,8.82416797E-01,0.00000000E+00
8.00000000E-01,6.46657592E-01,1.03712724E-02
8.00000000E-01,2.30993481E-01,5.30405506E-03
8.00000000E-01,4.60086789E-01,1.12465923E-02
8.00000000E-01,3.00739242E-01,1.31333867E-02
1.00000000E+00,4.15399948E-02,4.41215306E-02
1.00000000E+00,5.34507651E-01,3.36664623E-02
1.00000000E+00,9.98090384E-01,0.00000000E+00
1.00000000E+00,9.77362655E-01,2.02954207E-03
1.00000000E+00,3.72425684E-01,8.68464532E-06
1.00000000E+00,2.36804704E-01,1.26069575E-02
1.00000000E+00,9.79368657E-01,4.46473275E-03
1.00000000E+00,6.46657592E-01,1.89176033E-02
1.00000000E+00,2.92056467E-01,1.16918619E-02
1.00000000E+00,5.56255487E-01,4.14106472E-03
1.00000000E+00,4.15517800E-01,5.58924499E-03
1.20000000E+00,2.57389321E-01,2.52889788E-02
1.20000000E+00,5.99652993E-01,4.26774454E-02
1.20000000E+00,1.07699722E+00,2.74595585E-03
1.20000000E+00,1.03742322E+00,0.00000000E+00
1.20000000E+00,3.74552845E-01,0.00000000E+00
1.20000000E+00,2.36804704E-01,1.12649994E-02
1.20000000E+00,9.85073922E-01,6.57021206E-03
1.20000000E+00,6.46657592E-01,2.59619407E-02
1.20000000E+00,2.92056467E-01,9.00555508E-03
1.20000000E+00,7.29660491E-01,2.30154810E-03
1.20000000E+00,4.15517800E-01,1.83193011E-03
1.40000000E+00,3.29259221E-01,1.81312772E-02
1.40000000E+00,9.20402025E-01,4.27169777E-02
1.40000000E+00,1.26937429E+00,4.39058595E-03
1.40000000E+00,1.11835995E+00,1.39640798E-03
1.40000000E+00,4.05389965E-01,2.35701274E-03
1.40000000E+00,3.34757468E-01,1.73517784E-02
1.40000000E+00,9.79557238E-01,1.21058716E-02
1.40000000E+00,6.46657592E-01,2.94124494E-02
1.40000000E+00,2.92056467E-01,1.17927220E-02
1.40000000E+00,7.29660491E-01,3.34805417E-04
1.40000000E+00,5.99706474E-01,2.69378982E-03
1.60000000E+00,3.39370616E-01,1.47453748E-02
1.60000000E+00,9.20402025E-01,4.90445111E-02
1.60000000E+00,1.38383419E+00,6.69789202E-03
1.60000000E+00,1.11835995E+00,5.06108071E-03
1.60000000E+00,4.40912644E-01,4.34666498E-04
1.60000000E+00,3.36671437E-01,2.26315767E-02
1.60000000E+00,9.86164187E-01,1.17074462E-02
1.60000000E+00,8.24512009E-01,3.91996131E-02
1.60000000E+00,2.92056467E-01,2.09643996E-02
1.60000000E+00,7.29660491E-01,0.00000000E+00
1.60000000E+00,5.99706474E-01,1.49199558E-04
1.80000000E+00,5.90202426E-01,2.01440135E-02
1.80000000E+00,1.08086518E+00,5.79289909E-02
1.80000000E+00,1.66136481E+00,9.59510642E-03
1.80000000E+00,1.14094011E+00,6.95649096E-03
1.80000000E+00,6.83334953E-01,3.00532151E-03
1.80000000E+00,3.36671437E-01,1.95334479E-02
1.80000000E+00,9.86164187E-01,1.59911535E-02
1.80000000E+00,8.24512009E-01,4.57260875E-02
1.80000000E+00,3.34651044E-01,1.79142053E-02
1.80000000E+00,1.07375525E+00,2.15136395E-03
1.80000000E+00,5.99706474E-01,3.38786835E-03
2.00000000E+00,5.87769730E-01,1.15005108E-02
2.00000000E+00,1.14902253E+00,5.64915980E-02
2.00000000E+00,1.94554705E+00,1.55072716E-02
2.00000000E+00,1.20991746E+00,7.38443531E-03
2.00000000E+00,7.81096246E-01,7.31290559E-03
2.00000000E+00,3.36671437E-01,1.79398021E-02
2.00000000E+00,9.86164187E-01,2.59864703E-02
2.00000000E+00,1.06864049E+00,5.27341171E-02
2.00000000E+00,3.34651044E-01,2.57648133E-02
2.00000000E+00,1.07375525E+00,3.42171137E-03
2.00000000E+00,5.99706474E-01,0.00000000E+00
2.20000000E+00,6.69288174E-01,3.03232682E-03
2.20000000E+00,1.24870192E+00,6.78009866E-02
2.20000000E+00,1.98671050E+00,1.59042231E-02
2.20000000E+00,1.35406585E+00,8.79601296E-03
2.20000000E+00,7.94029239E-01,9.42327441E-03
2.20000000E+00,3.36671437E-01,3.43412620E-02
2.20000000E+00,1.20136088E+00,2.75057314E-02
2.20000000E+00,1.06864049E+00,5.85834842E-02
2.20000000E+00,3.34651044E-01,2.76844514E-02
2.20000000E+00,1.07375525E+00,1.13355548E-02
2.20000000E+00,6.33991287E-01,2.07130522E-03
2.40000000E+00,1.03021472E+00,0.00000000E+00
2.40000000E+00,1.67280914E+00,8.05667437E-02
2.40000000E+00,1.98671050E+00,1.71310526E-02
2.40000000E+00,1.36701891E+00,1.18626814E-02
2.40000000E+00,8.35870215E-01,8.41107899E-03
2.40000000E+00,4.73811614E-01,3.56335597E-02
2.40000000E+00,1.20136088E+00,2.71529853E-02
2.40000000E+00,1.06864049E+00,6.52844905E-02
2.40000000E+00,3.34651044E-01,3.56227352E-02
2.40000000E+00,1.34833483E+00,9.48073283E-03
2.40000000E+00,6.33991287E-01,5.24985698E-03
2.60000000E+00,1.03405123E+00,8.03331543E-03
2.60000000E+00,1.86441864E+00,8.35466854E-02
2.60000000E+00,2.06243043E+00,2.42716824E-02
2.60000000E+00,1.75080095E+00,1.78770560E-02
2.60000000E+00,8.35870215E-01,1.38411535E-02
2.60000000E+00,4.73811614E-01,3.13864710E-02
2.60000000E+00,1.20136088E+00,3.49759956E-02
2.60000000E+00,1.06864049E+00,7.30963861E-02
2.60000000E+00,3.34651044E-01,3.72997817E-02
2.60000000E+00,1.34833483E+00,1.74797125E-02
2.60000000E+00,6.33991287E-01,8.54208459E-03
2.80000000E+00,1.11895245E+00,6.77964026E-03
2.80000000E+00,1.87307800E+00,8.90060903E-02
2.80000000E+00,2.06243043E+00,2.51040132E-02
2.80000000E+00,1.75080095E+00,1.67002090E-02
2.80000000E+00,8.41623956E-01,2.09382456E-02
2.80000000E+00,4.73811614E-01,3.82689443E-02
2.80000000E+00,1.20136088E+00,4.66090015E-02
2.80000000E+00,1.06864049E+00,7.13013827E-02
2.80000000E+00,3.34651044E-01,3.81699473E-02
2.80000000E+00,1.34833483E+00,1.59912633E-02
2.80000000E+00,6.33991287E-01,1.02401177E-02
3.00000000E+00,1.12806779E+00,5.76592635E-03
3.00000000E+00,1.97327510E+00,9.19227804E-02
3.00000000E+00,2.12885786E+00,3.25083236E-02
3.00000000E+00,1.93179423E+00,2.11576966E-02
3.00000000E+00,1.10950728E+00,2.05535159E-02
3.00000000E+00,4.73811614E-01,4.45487215E-02
3.00000000E+00,1.37734962E+00,4.84987728E-02
3.00000000E+00,1.06864049E+00,7.96668120E-02
3.00000000E+00,3.34651044E-01,4.75248871E-02
3.00000000E+00,1.77185964E+00,2.85168123E-02
3.00000000E+00,7.89391182E-01,1.40805034E-02
3.20000000E+00,1.22256732E+00,1.05465424E-02
3.20000000E+00,2.14104677E+00,9.28517885E-02
3.20000000E+00,2.12885786E+00,3.59512952E-02
3.20000000E+00,1.93179423E+00,2.56950245E-02
3.20000000E+00,1.11708881E+00,2.77022816E-02
3.20000000E+00,4.73811614E-01,5.82064470E-02
3.20000000E+00,1.37734962E+00,5.72277567E-02
3.20000000E+00,1.29201739E+00,8.95183105E-02
3.20000000E+00,5.32118612E-01,4.82117905E-02
3.20000000E+00,1.77185964E+00,3.37005567E-02
3.20000000E+00,7.89391182E-01,1.70628550E-02
3.40000000E+00,1.23323391E+00,1.66562500E-02
